interaction_name,pathway_name,uniprot_ligand,uniprot_receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version,unique_int
BMP4_BMPR1B_BMPR2,BMP,P12644,O00238_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,BMP4 - (BMPR1B+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,BMP4,TGF-beta,"Extracellular matrix, Secreted, Extracellular space","Disulfide bond, Differentiation, Secreted, Extracellular matrix, Growth factor, Cytokine, Glycoprotein, Disease variant, Microphthalmia, Signal, Developmental protein, Reference proteome, Phosphoprotein, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis",cytokine;growth factor,FALSE,"BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P12644_O00238_Q13873
GDF5_BMPR1A_ACVR2A,BMP,P43026,P27037_P36894,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF5 - (BMPR1A+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,GDF5,TGF-beta,"Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein",cytokine;growth factor,TRUE,"ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P43026_P27037_P36894
GDF5_BMPR1A_ACVR2B,BMP,P43026,P36894_Q13705,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF5 - (BMPR1A+ACVR2B),KEGG: hsa04350; PMID:26893264,FALSE,GDF5,TGF-beta,"Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein",cytokine;growth factor,TRUE,"ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P43026_P36894_Q13705
GDF5_BMPR1A_BMPR2,BMP,P43026,P36894_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF5 - (BMPR1A+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,GDF5,TGF-beta,"Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein",cytokine;growth factor,TRUE,"BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P43026_P36894_Q13873
GDF5_BMPR1B_ACVR2A,BMP,P43026,O00238_P27037,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF5 - (BMPR1B+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,GDF5,TGF-beta,"Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein",cytokine;growth factor,TRUE,"BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P43026_O00238_P27037
GDF5_BMPR1B_ACVR2B,BMP,P43026,O00238_Q13705,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF5 - (BMPR1B+ACVR2B),KEGG: hsa04350; PMID:26893264,FALSE,GDF5,TGF-beta,"Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein",cytokine;growth factor,TRUE,"BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P43026_O00238_Q13705
GDF5_BMPR1B_BMPR2,BMP,P43026,O00238_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF5 - (BMPR1B+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,GDF5,TGF-beta,"Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein",cytokine;growth factor,TRUE,"BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P43026_O00238_Q13873
GDF6_BMPR1A_ACVR2A,BMP,Q6KF10,P27037_P36894,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF6 - (BMPR1A+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,GDF6,TGF-beta,Secreted,"Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism",cytokine;growth factor,FALSE,"ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q6KF10_P27037_P36894
GDF6_BMPR1A_ACVR2B,BMP,Q6KF10,P36894_Q13705,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF6 - (BMPR1A+ACVR2B),KEGG: hsa04350; PMID:26893264,FALSE,GDF6,TGF-beta,Secreted,"Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism",cytokine;growth factor,FALSE,"ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q6KF10_P36894_Q13705
GDF6_BMPR1A_BMPR2,BMP,Q6KF10,P36894_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF6 - (BMPR1A+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,GDF6,TGF-beta,Secreted,"Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism",cytokine;growth factor,FALSE,"BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q6KF10_P36894_Q13873
GDF6_BMPR1B_ACVR2A,BMP,Q6KF10,O00238_P27037,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF6 - (BMPR1B+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,GDF6,TGF-beta,Secreted,"Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism",cytokine;growth factor,FALSE,"BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q6KF10_O00238_P27037
GDF6_BMPR1B_ACVR2B,BMP,Q6KF10,O00238_Q13705,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF6 - (BMPR1B+ACVR2B),KEGG: hsa04350; PMID:26893264,FALSE,GDF6,TGF-beta,Secreted,"Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism",cytokine;growth factor,FALSE,"BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q6KF10_O00238_Q13705
GDF6_BMPR1B_BMPR2,BMP,Q6KF10,O00238_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF6 - (BMPR1B+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,GDF6,TGF-beta,Secreted,"Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism",cytokine;growth factor,FALSE,"BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q6KF10_O00238_Q13873
GDF7_BMPR1A_ACVR2A,BMP,Q7Z4P5,P27037_P36894,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF7 - (BMPR1A+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,GDF7,TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q7Z4P5_P27037_P36894
GDF7_BMPR1A_ACVR2B,BMP,Q7Z4P5,P36894_Q13705,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF7 - (BMPR1A+ACVR2B),KEGG: hsa04350; PMID:26893264,FALSE,GDF7,TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q7Z4P5_P36894_Q13705
GDF7_BMPR1A_BMPR2,BMP,Q7Z4P5,P36894_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF7 - (BMPR1A+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,GDF7,TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q7Z4P5_P36894_Q13873
GDF7_BMPR1B_ACVR2A,BMP,Q7Z4P5,O00238_P27037,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF7 - (BMPR1B+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,GDF7,TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q7Z4P5_O00238_P27037
GDF7_BMPR1B_ACVR2B,BMP,Q7Z4P5,O00238_Q13705,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF7 - (BMPR1B+ACVR2B),KEGG: hsa04350; PMID:26893264,FALSE,GDF7,TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q7Z4P5_O00238_Q13705
GDF7_BMPR1B_BMPR2,BMP,Q7Z4P5,O00238_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,GDF7 - (BMPR1B+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,GDF7,TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,Q7Z4P5_O00238_Q13873
BMP15_BMPR1B_BMPR2,BMP,O95972,O00238_Q13873,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,BMP15 - (BMPR1B+BMPR2),KEGG: hsa04350; PMID:26893264,FALSE,BMP15,TGF-beta,Secreted,"Disease variant, Signal, Reference proteome, Pyrrolidone carboxylic acid, Disulfide bond, Phosphoprotein, Secreted, Growth factor, Premature ovarian failure, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,O95972_O00238_Q13873
BMP5_ACVR1_ACVR2A,BMP,P22003,P27037_Q04771,,BMP antagonist,,BMP inhibition receptor,Secreted Signaling,BMP5 - (ACVR1+ACVR2A),KEGG: hsa04350; PMID:26893264,FALSE,BMP5,TGF-beta,Secreted,"Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein",cytokine;growth factor,FALSE,"ACVR1, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase",Membrane,"Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P22003_P27037_Q04771
